Status,Diagnosis,Recommended_Action,Reason_Detail,Missing_Registry_File,Missing_Paint_ID,Missing_Company,Missing_Brand,Missing_Product_Line,Missing_Paint_Name,Missing_Paint_Type,Missing_Status,Missing_Hex,Missing_RGB,Candidate_Paint_ID,Candidate_Company,Candidate_Brand,Candidate_Product_Line,Candidate_Paint_Name,Candidate_Paint_Type,Candidate_Hex,Candidate_RGB,Equivalent_Source_Company,Equivalent_Source_Product_Line,Equivalent_Source_Paint_Name,Equivalent_Target_Company,Equivalent_Target_Product_Line,Equivalent_Target_Paint_Name,Similarity_Percent,Confidence,Match_Type,Reference_Source,Reference_Notes
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_TOMB_KING_TAN,Army Painter,Warpaints Fanatic,Fanatic,Tomb King Tan,Acrylic,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_TOPAZ_SKIN,Army Painter,Warpaints Fanatic,Fanatic,Topaz Skin,Acrylic,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_TOURMALINE_SKIN,Army Painter,Warpaints Fanatic,Fanatic,Tourmaline Skin,Acrylic,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_TREE_ANCIENT,Army Painter,Warpaints Fanatic,Fanatic,Tree Ancient,Acrylic,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_TRIUMPHANT_NAVY,Army Painter,Warpaints Fanatic,Fanatic,Triumphant Navy,Acrylic,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_TRUE_BLOOD,Army Painter,Warpaints Fanatic,Fanatic,True Blood,Effect,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_TRUE_BRASS,Army Painter,Warpaints Fanatic,Fanatic,True Brass,Metallic,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
SAME_COMPANY_MATCH_MISSING_COLOR,Same-company paint name exists but lacks usable Hex/RGB,Manual review or enrich one of the matching same-company rows first.,"Same-company paint name exists, but no matching row has both Hex and RGB.",Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_TRUE_COPPER,Army Painter,Warpaints Fanatic,Fanatic,True Copper,Metallic,Active/Unknown,,,AP_AIR_TRUE_COPPER,Army Painter,Warpaints Air,Air,True Copper,Air Metallic/Effect,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_TUNDRA_TAUPE,Army Painter,Warpaints Fanatic,Fanatic,Tundra Taupe,Acrylic,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_TURQUOISE_SIREN,Army Painter,Warpaints Fanatic,Fanatic,Turquoise Siren,Acrylic,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_URBAN_BUFF,Army Painter,Warpaints Fanatic,Fanatic,Urban Buff,Acrylic,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_VIOLENT_VERMILLION,Army Painter,Warpaints Fanatic,Fanatic,Violent Vermillion,Acrylic,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_VIOLET_COVEN,Army Painter,Warpaints Fanatic,Fanatic,Violet Coven,Acrylic,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_VIVID_VOLT,Army Painter,Warpaints Fanatic,Fanatic,Vivid Volt,Acrylic,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_WARLOCK_MAGENTA,Army Painter,Warpaints Fanatic,Fanatic,Warlock Magenta,Acrylic,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_WARPAINTS_RETARDER,Army Painter,Warpaints Fanatic,Fanatic,Warpaints Retarder,Auxiliary,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_WARPAINTS_STABILIZER,Army Painter,Warpaints Fanatic,Fanatic,Warpaints Stabilizer,Auxiliary,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_WARPED_YELLOW,Army Painter,Warpaints Fanatic,Fanatic,Warped Yellow,Acrylic,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_WASH_MEDIUM,Army Painter,Warpaints Fanatic,Fanatic,Wash Medium,Wash/Shade,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_WASTELAND_CLAY,Army Painter,Warpaints Fanatic,Fanatic,Wasteland Clay,Acrylic,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
SAME_COMPANY_MATCH_MISSING_COLOR,Same-company paint name exists but lacks usable Hex/RGB,Manual review or enrich one of the matching same-company rows first.,"Same-company paint name exists, but no matching row has both Hex and RGB.",Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_WEAPON_BRONZE,Army Painter,Warpaints Fanatic,Fanatic,Weapon Bronze,Metallic,Active/Unknown,,,AP_AIR_WEAPON_BRONZE,Army Painter,Warpaints Air,Air,Weapon Bronze,Air Metallic/Effect,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_WEIRD_ELIXIR,Army Painter,Warpaints Fanatic,Fanatic,Weird Elixir,Acrylic,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_WICKED_PINK,Army Painter,Warpaints Fanatic,Fanatic,Wicked Pink,Acrylic,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_WILD_GREEN,Army Painter,Warpaints Fanatic,Fanatic,Wild Green,Acrylic,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_WILTED_ROSE,Army Painter,Warpaints Fanatic,Fanatic,Wilted Rose,Acrylic,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_WOODLAND_CAMO,Army Painter,Warpaints Fanatic,Fanatic,Woodland Camo,Acrylic,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_WORN_STONE,Army Painter,Warpaints Fanatic,Fanatic,Worn Stone,Acrylic,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Army_Painter_registry_26.0.11_aligned.csv,AP_FANATIC_WYVERN_FURY,Army Painter,Warpaints Fanatic,Fanatic,Wyvern Fury,Acrylic,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,GW_registry_26.0.11.csv,GW_TECHNICAL_CONTRAST_MEDIUM,Games Workshop,Citadel,Technical,Contrast Medium,Technical,Active,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,GW_registry_26.0.11.csv,GW_TECHNICAL_STORMSHIELD,Games Workshop,Citadel,Technical,Stormshield,Technical,Active,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,GW_registry_26.0.11.csv,GW_AIR_AIR_CASTE_THINNER,Games Workshop,Citadel,Air,Air Caste Thinner,Air,Active,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,GW_registry_26.0.11.csv,GW_SPRAY_MUNITORUM_VARNISH,Games Workshop,Citadel,Spray,Munitorum Varnish,Spray,Active,,,,,,,,,,,,,,,,,,,,,
SAME_COMPANY_MATCH_MISSING_COLOR,Same-company paint name exists but lacks usable Hex/RGB,Manual review or enrich one of the matching same-company rows first.,"Same-company paint name exists, but no matching row has both Hex and RGB.",Vallejo_registry_26.0.9.csv,VAL_GAME_COLOR_AUXILIARY_AIRBRUSH_THINNER,Vallejo,Game Color Auxiliary,Game Color Auxiliary,Airbrush Thinner,Auxiliary,Active/Unknown,,,VAL_MODEL_AIR_AIRBRUSH_THINNER,Vallejo,Model Air,Model Air,Airbrush Thinner,Acrylic airbrush paint,,,,,,,,,,,,,
SAME_COMPANY_MATCH_MISSING_COLOR,Same-company paint name exists but lacks usable Hex/RGB,Manual review or enrich one of the matching same-company rows first.,"Same-company paint name exists, but no matching row has both Hex and RGB.",Vallejo_registry_26.0.9.csv,VAL_GAME_COLOR_AUXILIARY_GLAZE_MEDIUM,Vallejo,Game Color Auxiliary,Game Color Auxiliary,Glaze Medium,Auxiliary,Active/Unknown,,,VAL_MODEL_COLOR_GLAZE_MEDIUM,Vallejo,Model Color,Model Color,Glaze Medium,Acrylic paint,,,,,,,,,,,,,
SAME_COMPANY_MATCH_MISSING_COLOR,Same-company paint name exists but lacks usable Hex/RGB,Manual review or enrich one of the matching same-company rows first.,"Same-company paint name exists, but no matching row has both Hex and RGB.",Vallejo_registry_26.0.9.csv,VAL_GAME_COLOR_METALLIC_METAL_MEDIUM,Vallejo,Game Color Metallic,Game Color Metallic,Metal Medium,Metallic,Active/Unknown,,,VAL_MODEL_COLOR_METAL_MEDIUM,Vallejo,Model Color,Model Color,Metal Medium,Acrylic paint,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Vallejo_registry_26.0.9.csv,VAL_GAME_COLOR_SPECIAL_FX_GLOSS_POLY_VARNISH,Vallejo,Game Color Special FX,Game Color Special FX,Gloss Poly. Varnish,Effect,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Vallejo_registry_26.0.9.csv,VAL_GAME_COLOR_SPECIAL_FX_MATT_POLY_VARNISH,Vallejo,Game Color Special FX,Game Color Special FX,Matt Poly. Varnish,Effect,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Vallejo_registry_26.0.9.csv,VAL_GAME_COLOR_SPECIAL_FX_SATIN_POLY_VARNISH,Vallejo,Game Color Special FX,Game Color Special FX,Satin Poly. Varnish,Effect,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Vallejo_registry_26.0.9.csv,VAL_GAME_COLOR_SPECIAL_FX_ULTRA_MATT_POL_VARN,Vallejo,Game Color Special FX,Game Color Special FX,Ultra Matt Pol. Varn.,Effect,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Vallejo_registry_26.0.9.csv,VAL_MODEL_AIR_AIRBRUSH,Vallejo,Model Air,Model Air,Airbrush,Acrylic airbrush paint,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
SAME_COMPANY_MATCH_MISSING_COLOR,Same-company paint name exists but lacks usable Hex/RGB,Manual review or enrich one of the matching same-company rows first.,"Same-company paint name exists, but no matching row has both Hex and RGB.",Vallejo_registry_26.0.9.csv,VAL_MODEL_AIR_AIRBRUSH_THINNER,Vallejo,Model Air,Model Air,Airbrush Thinner,Acrylic airbrush paint,Active/Unknown,,,VAL_GAME_COLOR_AUXILIARY_AIRBRUSH_THINNER,Vallejo,Game Color Auxiliary,Game Color Auxiliary,Airbrush Thinner,Auxiliary,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Vallejo_registry_26.0.9.csv,VAL_MODEL_COLOR_BLACK_GLAZE,Vallejo,Model Color,Model Color,Black Glaze,Acrylic Paint,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Vallejo_registry_26.0.9.csv,VAL_MODEL_COLOR_BROWN_GLAZE,Vallejo,Model Color,Model Color,Brown Glaze,Acrylic Paint,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Vallejo_registry_26.0.9.csv,VAL_MODEL_COLOR_DRYING_RETARDER,Vallejo,Model Color,Model Color,Drying Retarder,Acrylic Paint,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
SAME_COMPANY_MATCH_MISSING_COLOR,Same-company paint name exists but lacks usable Hex/RGB,Manual review or enrich one of the matching same-company rows first.,"Same-company paint name exists, but no matching row has both Hex and RGB.",Vallejo_registry_26.0.9.csv,VAL_MODEL_COLOR_GLAZE_MEDIUM,Vallejo,Model Color,Model Color,Glaze Medium,Acrylic paint,Active/Unknown,,,VAL_GAME_COLOR_AUXILIARY_GLAZE_MEDIUM,Vallejo,Game Color Auxiliary,Game Color Auxiliary,Glaze Medium,Auxiliary,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Vallejo_registry_26.0.9.csv,VAL_MODEL_COLOR_GLOSS_MEDIUM,Vallejo,Model Color,Model Color,Gloss Medium,Acrylic paint,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Vallejo_registry_26.0.9.csv,VAL_MODEL_COLOR_GLOSS_VARNISH,Vallejo,Model Color,Model Color,Gloss Varnish,Acrylic paint,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Vallejo_registry_26.0.9.csv,VAL_MODEL_COLOR_GLOSSY_VARNISH,Vallejo,Model Color,Model Color,Glossy Varnish,Acrylic Paint,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Vallejo_registry_26.0.9.csv,VAL_MODEL_COLOR_LIQUID_MASK,Vallejo,Model Color,Model Color,Liquid Mask,Acrylic paint,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Vallejo_registry_26.0.9.csv,VAL_MODEL_COLOR_MATT_BASE,Vallejo,Model Color,Model Color,Matt Base,Acrylic paint,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Vallejo_registry_26.0.9.csv,VAL_MODEL_COLOR_MATT_VARNISH,Vallejo,Model Color,Model Color,Matt Varnish,Acrylic paint,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Vallejo_registry_26.0.9.csv,VAL_MODEL_COLOR_MATTE_VARNISH,Vallejo,Model Color,Model Color,Matte Varnish,Acrylic Paint,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Vallejo_registry_26.0.9.csv,VAL_MODEL_COLOR_MEDIUM_GREY_BLUE,Vallejo,Model Color,Model Color,Medium Grey Blue,Acrylic paint,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
SAME_COMPANY_MATCH_MISSING_COLOR,Same-company paint name exists but lacks usable Hex/RGB,Manual review or enrich one of the matching same-company rows first.,"Same-company paint name exists, but no matching row has both Hex and RGB.",Vallejo_registry_26.0.9.csv,VAL_MODEL_COLOR_METAL_MEDIUM,Vallejo,Model Color,Model Color,Metal Medium,Acrylic paint,Active/Unknown,,,VAL_GAME_COLOR_METALLIC_METAL_MEDIUM,Vallejo,Game Color Metallic,Game Color Metallic,Metal Medium,Metallic,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Vallejo_registry_26.0.9.csv,VAL_MODEL_COLOR_PLASTIC_PUTTY,Vallejo,Model Color,Model Color,Plastic Putty,Acrylic paint,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Vallejo_registry_26.0.9.csv,VAL_MODEL_COLOR_RETARDER_MEDIUM,Vallejo,Model Color,Model Color,Retarder Medium,Acrylic paint,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Vallejo_registry_26.0.9.csv,VAL_MODEL_COLOR_SATIN_VARNISH,Vallejo,Model Color,Model Color,Satin Varnish,Acrylic paint,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Vallejo_registry_26.0.9.csv,VAL_MODEL_COLOR_TAN_GLAZE,Vallejo,Model Color,Model Color,Tan Glaze,Acrylic Paint,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Vallejo_registry_26.0.9.csv,VAL_MODEL_COLOR_THINNER_MEDIUM,Vallejo,Model Color,Model Color,Thinner Medium,Acrylic paint,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Vallejo_registry_26.0.9.csv,VAL_MODEL_COLOR_TRANSPARENT_YELLOW,Vallejo,Model Color,Model Color,Transparent Yellow,Acrylic Paint,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Vallejo_registry_26.0.9.csv,VAL_MODEL_COLOR_WHITE_GLAZE,Vallejo,Model Color,Model Color,White Glaze,Acrylic Paint,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Vallejo_registry_26.0.9.csv,VAL_MODEL_COLOR_RELATED_CHIPPING_MEDIUM,Vallejo,Model Color Related,Model Color Related,Chipping Medium,Auxiliary,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Vallejo_registry_26.0.9.csv,VAL_MODEL_COLOR_RELATED_DECAL_FIX,Vallejo,Model Color Related,Model Color Related,Decal Fix,Auxiliary,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Vallejo_registry_26.0.9.csv,VAL_MODEL_COLOR_RELATED_DECAL_SOFTENER,Vallejo,Model Color Related,Model Color Related,Decal Softener,Auxiliary,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
MANUAL_RESEARCH,No same-company or equivalency match found,Manual research required.,No matching same-company paint name and no equivalency source match found.,Vallejo_registry_26.0.9.csv,VAL_XPRESS_COLOR_XPRESS_MEDIUM,Vallejo,Xpress Color,Xpress Color,Xpress Medium,Contrast-style acrylic,Active/Unknown,,,,,,,,,,,,,,,,,,,,,
