Paint_ID,Company,Brand,Product_Line,Product_Line_Code,Paint_Code,Paint_Name,Normalized_Name,Hex,R,G,B,RGB,Paint_Type,Status,Source,Notes,Swatch,AK_Source_Name,AK_Source_Line,AK_Source_URL,Nearest_GW_Product_Line,Nearest_GW_Paint_Name,Nearest_GW_Hex,GW_RGB_Distance
AK_3GEN_MEDIUM_BLUE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11184,Medium Blue,MEDIUM BLUE,#183A48,24,58,72,24:58:72,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Medium Blue,3rd Gen General,https://ak-interactive.com/product/medium-blue-standard/,New/Current or Comparison,Drakenhof Nightshade,#273E53,19.03
AK_3GEN_MEDIUM_FLESH_TONE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11054,Medium Flesh Tone,MEDIUM FLESH TONE,#CA812E,202,129,46,202:129:46,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Medium Flesh Tone,3rd Gen General,https://ak-interactive.com/product/medium-flesh-tone-standard/,Old/Discontinued,Leprous Brown*,#D88E2D,19.13
AK_3GEN_MEDIUM_GREY,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11010,Medium Grey,MEDIUM GREY,#B7B9A2,183,185,162,183:185:162,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Medium Grey,3rd Gen General,https://ak-interactive.com/product/medium-grey-standard/,Base,Runelord Brass,#BCAFA0,11.36
AK_3GEN_MEDIUM_OLIVE_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11148,Medium Olive Green,MEDIUM OLIVE GREEN,#3F5120,63,81,32,63:81:32,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Medium Olive Green,3rd Gen General,https://ak-interactive.com/product/medium-olive-green-standard/,Base,Castellan Green,#304921,17.03
AK_3GEN_MEDIUM_RUST,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11103,Medium Rust,MEDIUM RUST,#9E4B30,158,75,48,158:75:48,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Medium Rust,3rd Gen General,https://ak-interactive.com/product/medium-rust-standard/,Shade,Reikland Fleshshade,#A34529,10.49
AK_3GEN_MEDIUM_SAND,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11034,Medium Sand,MEDIUM SAND,#CD9A32,205,154,50,205:154:50,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Medium Sand,3rd Gen General,https://ak-interactive.com/product/medium-sand-standard/,Old/Discontinued,Leprous Brown*,#D88E2D,17.03
AK_3GEN_MEDIUM_SEA_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,,Medium Sea-Green,MEDIUM SEA-GREEN,#3CB371,60,179,113,60:179:113,Acrylic/Metallic comparison color,Active/Unknown,883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Extracted from 7-in-1 comparison tool; use as reference, not canonical. Hex/RGB manually fixed from user-updated Missing_Color_Audit.",,Medium Sea-Green,Manual Color Fix,,,,,
AK_3GEN_METALLIC_BLUE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11199,Metallic Blue,METALLIC BLUE,#859E9B,133,158,155,133:158:155,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Metallic Blue,3rd Gen General,https://ak-interactive.com/product/metallic-blue-metallic/,Layer,Ironbreaker,#94999D,15.94
AK_3GEN_METALLIC_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11205,Metallic Green,METALLIC GREEN,#74974E,116,151,78,116:151:78,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Metallic Green,3rd Gen General,https://ak-interactive.com/product/metallic-green-metallic/,Shade,Athonian Camoshade,#798C3D,20.86
AK_3GEN_MIDDLE_STONE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11124,Middle Stone,MIDDLE STONE,#8C7029,140,112,41,140:112:41,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Middle Stone,3rd Gen General,https://ak-interactive.com/product/middle-stone-standard/,Old/Discontinued,Tausept Ochre,#976F3C,21.98
AK_3GEN_MINT_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11143,Mint Green,MINT GREEN,#028D61,2,141,97,2:141:97,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Mint Green,3rd Gen General,https://ak-interactive.com/product/mint-green-standard/,Layer,Kabalite Green,#028D66,5
AK_3GEN_MUD_BROWN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11120,Mud Brown,MUD BROWN,#725532,114,85,50,114:85:50,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Mud Brown,3rd Gen General,https://ak-interactive.com/product/mud-brown-standard/,New/Current or Comparison,Steel Legion Drab,#655138,14.87
AK_3GEN_NATURAL_STEEL,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11210,Natural Steel,NATURAL STEEL,#A3A29D,163,162,157,163:162:157,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Natural Steel,3rd Gen General,https://ak-interactive.com/product/natural-steel-metallic/,Base,Rakarth Flesh,#A29E92,11.75
AK_3GEN_NEUTRAL_GREY,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11018,Neutral Grey,NEUTRAL GREY,#686F69,104,111,105,104:111:105,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Neutral Grey,3rd Gen General,https://ak-interactive.com/product/neutral-grey-standard/,Dry,Dawnstone,#70756E,11.18
AK_3GEN_OCEAN_BLUE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11173,Ocean Blue,OCEAN BLUE,#203736,32,55,54,32:55:54,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Ocean Blue,3rd Gen General,https://ak-interactive.com/product/ocean-blue-standard/,Base,Dryad Bark,#34312C,23.15
AK_3GEN_OCHRE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11118,Ochre,OCHRE,#C7952E,199,149,46,199:149:46,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Ochre,3rd Gen General,https://ak-interactive.com/product/ochre-standard/,Old/Discontinued,Leprous Brown*,#D88E2D,18.41
AK_3GEN_OFFWHITE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11002,Offwhite,OFFWHITE,#EDEBE2,237,235,226,237:235:226,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Offwhite,3rd Gen General,https://ak-interactive.com/product/offwhite-standard/,Dry,Wrack White,#DEDAD9,24.39
AK_3GEN_OILY_STEEL,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11211,Oily Steel,OILY STEEL,#A4A18D,164,161,141,164:161:141,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Oily Steel,3rd Gen General,https://ak-interactive.com/product/oily-steel-metallic/,Base,Rakarth Flesh,#A29E92,6.16
AK_3GEN_OLD_GOLD,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11192,Old Gold,OLD GOLD,#B59116,181,145,22,181:145:22,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Old Gold,3rd Gen General,https://ak-interactive.com/product/old-gold-metallic/,New/Current or Comparison,Zamesi Desert,#C68400,30.69
AK_3GEN_OLD_ROSE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11062,Old Rose,OLD ROSE,#F3957D,243,149,125,243:149:125,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Old Rose,3rd Gen General,https://ak-interactive.com/product/old-rose-standard/,Layer,Lugganath Orange,#F89E86,13.67
AK_3GEN_OLD_TURQUOISE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,,Old Turquoise,OLD TURQUOISE,#538D87,83,141,135,83:141:135,Acrylic/Metallic comparison color,Active/Unknown,883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Extracted from 7-in-1 comparison tool; use as reference, not canonical. Hex/RGB manually fixed from user-updated Missing_Color_Audit.",,Old Turquoise,Manual Color Fix,,,,,
AK_3GEN_OLIVE_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11147,Olive Green,OLIVE GREEN,#4C6124,76,97,36,76:97:36,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Olive Green,3rd Gen General,https://ak-interactive.com/product/olive-green-standard/,Layer,Loren Forest,#51702D,18.19
AK_3GEN_ORANGE_BROWN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11101,Orange Brown,ORANGE BROWN,#B3591F,179,89,31,179:89:31,Acrylic Paint,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Orange Brown,3rd Gen General,https://ak-interactive.com/product/orange-brown-standard/,Base,Screaming Bell,#B3562B,12.37
AK_3GEN_OXFORD,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11188,Oxford,OXFORD,#353A42,53,58,66,53:58:66,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Oxford,3rd Gen General,https://ak-interactive.com/product/oxford-standard/,New/Current or Comparison,Leadbelcher,#393939,9.9
AK_3GEN_PALE_BLUE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11161,Pale Blue,PALE BLUE,#B5C4B7,181,196,183,181:196:183,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Pale Blue,3rd Gen General,https://ak-interactive.com/product/pale-blue-standard/,New/Current or Comparison,Administratum Grey,#B5B5B5,15.13
AK_3GEN_PALE_GREY,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11013,Pale Grey,PALE GREY,#AEB0B6,174,176,182,174:176:182,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Pale Grey,3rd Gen General,https://ak-interactive.com/product/pale-grey-standard/,Dry,Necron Compound,#B1B5B8,6.16
AK_3GEN_PALE_SAND,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11032,Pale Sand,PALE SAND,#EFD782,239,215,130,239:215:130,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Pale Sand,3rd Gen General,https://ak-interactive.com/product/pale-sand-standard/,Layer,Dorn Yellow,#E3D28C,16.4
AK_3GEN_PALE_YELLOW,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11038,Pale Yellow,PALE YELLOW,#FEDD5B,254,221,91,254:221:91,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Pale Yellow,3rd Gen General,https://ak-interactive.com/product/pale-yellow-standard/,Shade,Casandora Yellow,#F1CB4E,25.73
AK_3GEN_PASTEL_BLUE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11168,Pastel Blue,PASTEL BLUE,#BCDCB8,188,220,184,188:220:184,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Pastel Blue,3rd Gen General,https://ak-interactive.com/product/pastel-blue-pastel/,Layer,Pallid Wych Flesh,#CDCEBE,22.83
AK_3GEN_PASTEL_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11131,Pastel Green,PASTEL GREEN,#AAD29A,170,210,154,170:210:154,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Pastel Green,3rd Gen General,https://ak-interactive.com/product/pastel-green-pastel/,Layer,Ushabti Bone,#BCBC80,38.52
AK_3GEN_PASTEL_PEACH,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11076,Pastel Peach,PASTEL PEACH,#F49A57,244,154,87,244:154:87,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Pastel Peach,3rd Gen General,https://ak-interactive.com/product/pastel-peach-pastel/,Technical,Martian Ironcrust,#F5945D,8.54
AK_3GEN_PASTEL_PINK,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11059,Pastel Pink,PASTEL PINK,#F9C2A9,249,194,169,249:194:169,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Pastel Pink,3rd Gen General,https://ak-interactive.com/product/pastel-pink-pastel/,New/Current or Comparison,Ushabti Bone,#EFD9A8,25.1
AK_3GEN_PASTEL_VIOLET,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11069,Pastel Violet,PASTEL VIOLET,#FDE7F1,253,231,241,253:231:241,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Pastel Violet,3rd Gen General,https://ak-interactive.com/product/pastel-violet-pastel/,Technical,Valhallan Blizzard,#FDF9EE,18.25
AK_3GEN_PASTEL_YELLOW,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11037,Pastel Yellow,PASTEL YELLOW,#FCDA75,252,218,117,252:218:117,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Pastel Yellow,3rd Gen General,https://ak-interactive.com/product/pastel-yellow-pastel/,New/Current or Comparison,Kislev Flesh,#F7BD7B,30.03
AK_3GEN_PEARL,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11206,Pearl,PEARL,#F6F2D9,246,242,217,246:242:217,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Pearl,3rd Gen General,https://ak-interactive.com/product/pearl-metallic/,Technical,Valhallan Blizzard,#FDF9EE,23.22
AK_3GEN_PISTACHIO,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11130,Pistachio,PISTACHIO,#DBD02A,219,208,42,219:208:42,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Pistachio,3rd Gen General,https://ak-interactive.com/product/pistachio-standard/,New/Current or Comparison,Gehenna's Gold,#CCCC33,17.94
AK_3GEN_PURPLE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11073,Purple,PURPLE,#5B4650,91,70,80,91:70:80,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Purple,3rd Gen General,https://ak-interactive.com/product/purple-standard/,New/Current or Comparison,Stormvermin Fur,#4D4A4A,15.75
AK_3GEN_PURULENT_YELLOW,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11039,Purulent Yellow,PURULENT YELLOW,#EBD23A,235,210,58,235:210:58,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Purulent Yellow,3rd Gen General,https://ak-interactive.com/product/purulent-yellow-standard/,Shade,Casandora Yellow,#F1CB4E,22.02
AK_3GEN_RADIANT_FLESH,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11053,Radiant Flesh,RADIANT FLESH,#F8B058,248,176,88,248:176:88,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Radiant Flesh,3rd Gen General,https://ak-interactive.com/product/radiant-flesh-standard/,Technical,Martian Ironcrust,#F5945D,28.6
AK_3GEN_RADIANT_YELLOW,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11046,Radiant Yellow,RADIANT YELLOW,#FFD407,255,212,7,255:212:7,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Radiant Yellow,3rd Gen General,https://ak-interactive.com/product/radiant-yellow-standard/,Layer,Yriel Yellow,#FFDB01,9.22
AK_3GEN_REDDISH_GREY,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11017,Reddish Grey,REDDISH GREY,#7A6C53,122,108,83,122:108:83,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Reddish Grey,3rd Gen General,https://ak-interactive.com/product/reddish-grey-standard/,New/Current or Comparison,Baneblade Brown,#705E50,17.46
AK_3GEN_REDSKIN_SHADOW,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,,Redskin Shadow,REDSKIN SHADOW,#A52A2A,165,42,42,165:42:42,Acrylic/Metallic comparison color,Active/Unknown,883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Extracted from 7-in-1 comparison tool; use as reference, not canonical. Hex/RGB manually fixed from user-updated Missing_Color_Audit.",,Redskin Shadow,Manual Color Fix,,,,,
AK_3GEN_REFLECTIVE_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11158,Reflective Green,REFLECTIVE GREEN,#352F17,53,47,23,53:47:23,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Reflective Green,3rd Gen General,https://ak-interactive.com/product/reflective-green-standard/,New/Current or Comparison,Warplock Bronze,#393121,10.95
AK_3GEN_ROCK_GREY,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11007,Rock Grey,ROCK GREY,#C0B898,192,184,152,192:184:152,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Rock Grey,3rd Gen General,https://ak-interactive.com/product/rock-grey-standard/,Dry,Golden Griffon,#C6B791,9.27
AK_3GEN_RUBBER_BLACK,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11027,Rubber Black,RUBBER BLACK,#2A2619,42,38,25,42:38:25,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Rubber Black,3rd Gen General,https://ak-interactive.com/product/rubber-black-standard/,Base,Abaddon Black,#231F20,12.12
AK_3GEN_RUBY,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11084,Ruby,RUBY,#CF4948,207,73,72,207:73:72,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Ruby,3rd Gen General,https://ak-interactive.com/product/ruby-standard/,Layer,Squig Orange,#A94F44,38.68
AK_3GEN_RUSSIAN_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11159,Russian Green,RUSSIAN GREEN,#292A17,41,42,23,41:42:23,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Russian Green,3rd Gen General,https://ak-interactive.com/product/russian-green-standard/,Base,Abaddon Black,#231F20,15.43
AK_3GEN_RUSTY_BRASS,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11195,Rusty Brass,RUSTY BRASS,#9E4F16,158,79,22,158:79:22,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Rusty Brass,3rd Gen General,https://ak-interactive.com/product/rusty-brass-metallic/,New/Current or Comparison,Hashut Copper,#9C5221,11.58
AK_3GEN_RUSTY_GOLD,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11193,Rusty Gold,RUSTY GOLD,#6E4D19,110,77,25,110:77:25,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Rusty Gold,3rd Gen General,https://ak-interactive.com/product/rusty-gold-metallic/,Base,XV-88,#72481E,8.12
