Source_Company,Source_Product_Line,Source_Paint_Name,Source_Paint_ID,Equivalent_Company,Equivalent_Product_Line,Equivalent_Paint_Name,Equivalent_Paint_ID,Match_Type,Similarity_Percent,Confidence,Equivalent_Category,Source,Source_Document,Notes
Army Painter,Speedpaint 2.0,Orc Skin,,Citadel,Air,Mortarion Green Clear,,Speedpaint Comparison,97.0,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Mummified Grime,,Army Painter,Warpaints Fanatic,Prairie Ochre,,Speedpaint Comparison,97.0,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Mummified Grime,,Vallejo,Model Color,Khaki (70.988),,Speedpaint Comparison,96.8,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Mummified Grime,,Vallejo,Game Color,Dirty Grey (72.145),,Speedpaint Comparison,95.3,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Mummified Grime,,Army Painter,Warpaints,Venom Wyrm,,Speedpaint Comparison,95.2,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Mummified Grime,,Citadel,Base,Steel Legion Drab,,Speedpaint Comparison,95.2,Medium,base paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Mummified Grime,,Vallejo,Model Air,USAF Olive Drab (71.016),,Speedpaint Comparison,98.7,High,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Mummified Grime,,Vallejo,Model Air,Interior Green (71.010),,Speedpaint Comparison,97.8,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Mummified Grime,,Vallejo,Model Air,Amt-4 Camouflage Green (71.301),,Speedpaint Comparison,96.7,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Mummified Grime,,Vallejo,Model Air,Earth Green (Early) (611),,Speedpaint Comparison,96.5,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Mummified Grime,,Vallejo,Model Air,US Light Green (71.137),,Speedpaint Comparison,95.5,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Camo Cloak,,Vallejo,Xpress Color,Orc Skin (72.415),,Speedpaint Comparison,97.0,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Camo Cloak,,Army Painter,Warpaints,Military Shader,,Speedpaint Comparison,95.3,Medium,washes,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Camo Cloak,,Citadel,Base,Deathworld Forest,,Speedpaint Comparison,95.4,Medium,base paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Camo Cloak,,Army Painter,Warpaints,Army Green,,Speedpaint Comparison,96.6,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Camo Cloak,,Citadel,Layer,Loren Forest,,Speedpaint Comparison,95.8,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Camo Cloak,,Army Painter,Warpaints,Mouldy Clothes,,Speedpaint Comparison,95.7,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Camo Cloak,,AK Interactive,3rd Gen Acrylic,Intermediate Green (AK11149),,Speedpaint Comparison,95.7,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Camo Cloak,,Citadel,Air,Deathworld Forest,,Speedpaint Comparison,95.4,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Camo Cloak,,Citadel,Spray,Death Guard Green,,Speedpaint Comparison,95.4,Medium,spray paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Shamrock Green,,Scale75,Scalecolor,Spring Green (SC47),,Speedpaint Comparison,97.5,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Shamrock Green,,Scale75,Fantasy & Games,Goblin Flesh (SFG24),,Speedpaint Comparison,96.3,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Shamrock Green,,Monument,Pro Acryl Standard,Green (004),,Speedpaint Comparison,95.4,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Ghoul Green,,Citadel,Layer,Sybarite Green,,Speedpaint Comparison,95.6,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Forest Sprite,,Scale75,Inktensity,Inktense Lime (SC100),,Speedpaint Comparison,96.4,Medium,inks,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Brownish Decay,,AK Interactive,3rd Gen Acrylic,Green-Brown (AK11126),,Speedpaint Comparison,96.3,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Brownish Decay,,AK Interactive,3rd Gen Acrylic,British Khaki (AK11127),,Speedpaint Comparison,95.9,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Brownish Decay,,AK Interactive,3rd Gen Acrylic,Brownish Green (AK11151),,Speedpaint Comparison,95.2,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Brownish Decay,,Vallejo,Model Air,Earth Green (Early) (611),,Speedpaint Comparison,98.0,High,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Desolate Brown,,Vallejo,Xpress Color,Rotten Flesh (72.452),,Speedpaint Comparison,95.0,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Desolate Brown,,Vallejo,Model Air,Ochre (71.081),,Speedpaint Comparison,95.0,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Desolate Brown,,Vallejo,Model Color,Green Brown (70.879),,Speedpaint Comparison,96.4,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Algae Green,,Citadel,Layer,Ogryn Camo,,Speedpaint Comparison,97.3,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Algae Green,,Citadel,Air,Ogryn Camo,,Speedpaint Comparison,97.3,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Ghillie Dew,,Army Painter,Warpaints Fanatic,Rainforest,,Speedpaint Comparison,99.7,High,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Ghillie Dew,,AK Interactive,3rd Gen Acrylic,Slime Green - Color Punch (AK11275),,Speedpaint Comparison,97.0,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Ghillie Dew,,AK Interactive,3rd Gen Acrylic,Frog Green (AK11136),,Speedpaint Comparison,97.0,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Ghillie Dew,,AK Interactive,3rd Gen Acrylic,Fluorescent Green (AK11129),,Speedpaint Comparison,95.8,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Charming Chartreuse,,Army Painter,Speedpaint 2.0,Malignant Green,,Speedpaint Comparison,96.6,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Charming Chartreuse,,Vallejo,Game Color,Yellow (73.208),,Speedpaint Comparison,98.8,High,washes,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Charming Chartreuse,,Army Painter,Warpaints Fanatic,Vivid Volt,,Speedpaint Comparison,98.9,High,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Charming Chartreuse,,Vallejo,Model Color,Yellow Green (70.954),,Speedpaint Comparison,98.7,High,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Charming Chartreuse,,Vallejo,Game Color,Bile Green (72.122),,Speedpaint Comparison,98.1,High,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Charming Chartreuse,,AK Interactive,3rd Gen Acrylic,Luminous Green (AK11128),,Speedpaint Comparison,97.9,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Charming Chartreuse,,Army Painter,Warpaints,Poisonous Cloud,,Speedpaint Comparison,97.8,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Charming Chartreuse,,Army Painter,Warpaints Fanatic,Electric Lime,,Speedpaint Comparison,96.1,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Charming Chartreuse,,Vallejo,Game Air,Bile Green (76.122),,Speedpaint Comparison,98.1,High,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Malignant Green,,Army Painter,Speedpaint 2.0,Charming Chartreuse,,Speedpaint Comparison,96.6,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Malignant Green,,Army Painter,Speedpaint 2.0,Maggot Skin,,Speedpaint Comparison,95.7,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Malignant Green,,Vallejo,Game Color,Yellow (73.208),,Speedpaint Comparison,95.5,Medium,washes,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Malignant Green,,Vallejo,Model Color,Yellow Green (70.954),,Speedpaint Comparison,97.8,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Malignant Green,,Army Painter,Warpaints Fanatic,Vivid Volt,,Speedpaint Comparison,97.7,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Malignant Green,,Scale75,Scalecolor,Fall Green (SC48),,Speedpaint Comparison,97.4,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Malignant Green,,AK Interactive,3rd Gen Acrylic,Luminous Green (AK11128),,Speedpaint Comparison,96.3,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Malignant Green,,Army Painter,Warpaints,Poisonous Cloud,,Speedpaint Comparison,96.1,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Malignant Green,,Army Painter,Warpaints Fanatic,Electric Lime,,Speedpaint Comparison,96.0,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Malignant Green,,Vallejo,Game Air,Bile Green (76.122),,Speedpaint Comparison,97.8,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Maggot Skin,,Army Painter,Speedpaint 2.0,Malignant Green,,Speedpaint Comparison,95.7,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Maggot Skin,,Scale75,Fantasy & Games,Toxic Waste Green (SFG25),,Speedpaint Comparison,97.6,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Maggot Skin,,Scale75,Scalecolor,Fall Green (SC48),,Speedpaint Comparison,97.3,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Maggot Skin,,Army Painter,Warpaints,Poisonous Cloud,,Speedpaint Comparison,95.6,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Maggot Skin,,Vallejo,Game Color,Toxic Yellow (72.109),,Speedpaint Comparison,95.4,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Maggot Skin,,AK Interactive,3rd Gen Acrylic,Luminous Green (AK11128),,Speedpaint Comparison,95.4,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Maggot Skin,,Vallejo,Game Air,Toxic Yellow (76.109),,Speedpaint Comparison,95.4,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Rigor Mortis,,Two Thin Coats,Wave 3,Zombie Rot,,Speedpaint Comparison,97.1,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Rigor Mortis,,Scale75,Fantasy & Games,Undead Flesh (SFG13),,Speedpaint Comparison,96.2,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Rigor Mortis,,Monument,Pro Acryl Standard,Khaki (061),,Speedpaint Comparison,95.3,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Rigor Mortis,,Citadel,Layer,Krieg Khaki,,Speedpaint Comparison,95.1,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Rigor Mortis,,Citadel,Dry,Underhive Ash,,Speedpaint Comparison,95.1,Medium,drybrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Ochre Clay,,AK Interactive,3rd Gen Acrylic,Interior Yellow Green (AK11138),,Speedpaint Comparison,97.2,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Tyrian Navy,,AK Interactive,3rd Gen Acrylic,Medium Blue (AK11184),,Speedpaint Comparison,98.4,High,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Tyrian Navy,,Kimera Kolors,Expansion Set 1,Cobalt Bluegreen,,Speedpaint Comparison,98.1,High,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Tyrian Navy,,Monument,Pro Acryl Signature,Dark Jade (S01),,Speedpaint Comparison,97.1,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Tyrian Navy,,Army Painter,Warpaints Fanatic,Scarab Green,,Speedpaint Comparison,96.0,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Beowulf Blue,,Citadel,Contrast,Celestium Blue,,Speedpaint Comparison,97.9,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Beowulf Blue,,Vallejo,Xpress Color,Storm Blue (72.412),,Speedpaint Comparison,95.7,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Beowulf Blue,,Army Painter,Warpaints Fanatic,Ultramarine Blue,,Speedpaint Comparison,97.7,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Beowulf Blue,,Citadel,Layer,Calgar Blue,,Speedpaint Comparison,96.4,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Beowulf Blue,,Citadel,Layer,Altdorf Guard Blue,,Speedpaint Comparison,95.6,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Beowulf Blue,,Monument,Pro Acryl Standard,Dark Grey Blue (014),,Speedpaint Comparison,95.4,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Beowulf Blue,,AK Interactive,3rd Gen Acrylic,Deep Blue - Intense (AK11182),,Speedpaint Comparison,95.1,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Beowulf Blue,,Citadel,Base,Macragge Blue,,Speedpaint Comparison,95.4,Medium,base paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Beowulf Blue,,Citadel,Air,Macragge Blue,,Speedpaint Comparison,95.4,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Beowulf Blue,,Citadel,Spray,Macragge Blue,,Speedpaint Comparison,95.4,Medium,spray paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Highlord Blue,,Citadel,Contrast,Stormfiend,,Speedpaint Comparison,98.5,High,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Highlord Blue,,Citadel,Contrast,Asurmen Blue,,Speedpaint Comparison,97.4,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Highlord Blue,,Citadel,Contrast,Talassar Blue,,Speedpaint Comparison,97.1,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Highlord Blue,,Citadel,Contrast,Frostheart,,Speedpaint Comparison,97.0,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Highlord Blue,,Vallejo,Xpress Color,Mystic Blue (72.411),,Speedpaint Comparison,96.8,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Highlord Blue,,Citadel,Contrast,Celestium Blue,,Speedpaint Comparison,95.3,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Highlord Blue,,Vallejo,Game Color,Blue (72.088),,Speedpaint Comparison,97.7,Medium,inks,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Highlord Blue,,Scale75,Inktensity,Inktense Cyan (SC99),,Speedpaint Comparison,97.2,Medium,inks,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_orkskin_thru_periwinklepurple(1).docx,Parsed from uploaded Speedpaint comparison DOCX.
